old_url,title,summary,body,organisation,document_collection_1,topic_1,publication_date,publication_type,json_attachments
http://www.hmrc.gov.uk/exrate/south-korea.htm,Foreign Exchange Rates: Korea South,Historical exchange rates for Korea South,"# Foreign Exchange Rates: Korea South

## Unit of currency: Won


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Korea South"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/south-korea.csv""}]"
http://www.hmrc.gov.uk/exrate/kuwait.htm,Foreign Exchange Rates: Kuwait,Historical exchange rates for Kuwait,"# Foreign Exchange Rates: Kuwait

## Unit of currency: Kuwaiti Dinar


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Aug-2014,notices,"[{""title"":""Foreign Exchange Rates: Kuwait"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/kuwait.csv""}]"
http://www.hmrc.gov.uk/exrate/latvia.htm,Foreign Exchange Rates: Latvia,Historical exchange rates for Latvia,"# Foreign Exchange Rates: Latvia

## Unit of currency: Lats


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Latvia"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/latvia.csv""}]"
http://www.hmrc.gov.uk/exrate/laos.htm,Foreign Exchange Rates: Laos,Historical exchange rates for Laos,"# Foreign Exchange Rates: Laos

## Unit of currency: New Kip


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Laos"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/laos.csv""}]"
http://www.hmrc.gov.uk/exrate/lebanon.htm,Foreign Exchange Rates: Lebanon,Historical exchange rates for Lebanon,"# Foreign Exchange Rates: Lebanon

## Unit of currency: Lebanese Pound


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Lebanon"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/lebanon.csv""}]"
http://www.hmrc.gov.uk/exrate/lithuania.htm,Foreign Exchange Rates: Lithuania,Historical exchange rates for Lithuania,"# Foreign Exchange Rates: Lithuania

## Unit of currency: Litas


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Lithuania"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/lithuania.csv""}]"
http://www.hmrc.gov.uk/exrate/libya.htm,Foreign Exchange Rates: Libya,Historical exchange rates for Libya,"# Foreign Exchange Rates: Libya

## Unit of currency: Libyan Dinar


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Libya"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/libya.csv""}]"
http://www.hmrc.gov.uk/exrate/malaysia.htm,Foreign Exchange Rates: Malaysia,Historical exchange rates for Malaysia,"# Foreign Exchange Rates: Malaysia

## Unit of currency: Ringgit


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Malaysia"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/malaysia.csv""}]"
http://www.hmrc.gov.uk/exrate/luxembourg.htm,Foreign Exchange Rates: Luxembourg,Historical exchange rates for Luxembourg,"# Foreign Exchange Rates: Luxembourg

## Unit of currency: Luxembourg Franc


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Luxembourg"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/luxembourg.csv""}]"
http://www.hmrc.gov.uk/exrate/malta.htm,Foreign Exchange Rates: Malta,Historical exchange rates for Malta,"# Foreign Exchange Rates: Malta

## Unit of currency: Maltese Lira (Up To 31/12/07) Euro From 1/1/08


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Malta"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/malta.csv""}]"
http://www.hmrc.gov.uk/exrate/malawi.htm,Foreign Exchange Rates: Malawi,Historical exchange rates for Malawi,"# Foreign Exchange Rates: Malawi

## Unit of currency: Malawi Kwacha


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Malawi"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/malawi.csv""}]"
http://www.hmrc.gov.uk/exrate/mauritius.htm,Foreign Exchange Rates: Mauritius,Historical exchange rates for Mauritius,"# Foreign Exchange Rates: Mauritius

## Unit of currency: Mauritian Rupee


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Mauritius"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/mauritius.csv""}]"
http://www.hmrc.gov.uk/exrate/nepal.htm,Foreign Exchange Rates: Nepal,Historical exchange rates for Nepal,"# Foreign Exchange Rates: Nepal

## Unit of currency: Nepalese Rupee


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Nepal"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/nepal.csv""}]"
http://www.hmrc.gov.uk/exrate/morocco.htm,Foreign Exchange Rates: Morocco,Historical exchange rates for Morocco,"# Foreign Exchange Rates: Morocco

## Unit of currency: Dirham


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Morocco"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/morocco.csv""}]"
http://www.hmrc.gov.uk/exrate/mexico.htm,Foreign Exchange Rates: Mexico,Historical exchange rates for Mexico,"# Foreign Exchange Rates: Mexico

## Unit of currency: Mexican Peso/Nuevo Peso


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Mexico"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/mexico.csv""}]"
http://www.hmrc.gov.uk/exrate/netherlands.htm,Foreign Exchange Rates: Netherlands,Historical exchange rates for Netherlands,"# Foreign Exchange Rates: Netherlands

## Unit of currency: Neth. Guilder


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Netherlands"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/netherlands.csv""}]"
http://www.hmrc.gov.uk/exrate/new-zealand.htm,Foreign Exchange Rates: New Zealand,Historical exchange rates for New Zealand,"# Foreign Exchange Rates: New Zealand

## Unit of currency: Nz Dollar


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: New Zealand"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/new-zealand.csv""}]"
http://www.hmrc.gov.uk/exrate/nigeria.htm,Foreign Exchange Rates: Nigeria,Historical exchange rates for Nigeria,"# Foreign Exchange Rates: Nigeria

## Unit of currency: Nigerian Naira


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Nigeria"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/nigeria.csv""}]"
http://www.hmrc.gov.uk/exrate/nicaragua.htm,Foreign Exchange Rates: Nicaragua,Historical exchange rates for Nicaragua,"# Foreign Exchange Rates: Nicaragua

## Unit of currency: Gold Cordoba


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Nicaragua"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/nicaragua.csv""}]"
http://www.hmrc.gov.uk/exrate/netherland-antilles.htm,Foreign Exchange Rates: Netherland Antilles,Historical exchange rates for Netherland Antilles,"# Foreign Exchange Rates: Netherland Antilles

## Unit of currency: Antilles Guilder


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Netherland Antilles"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/netherland-antilles.csv""}]"
http://www.hmrc.gov.uk/exrate/norway.htm,Foreign Exchange Rates: Norway,Historical exchange rates for Norway,"# Foreign Exchange Rates: Norway

## Unit of currency: Norwegian Krone


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Norway"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/norway.csv""}]"
http://www.hmrc.gov.uk/exrate/oman.htm,"Foreign Exchange Rates: Oman, Sultanate of","Historical exchange rates for Oman, Sultanate of","# Foreign Exchange Rates: Oman, Sultanate of

## Unit of currency: Rial Omani


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Oman, Sultanate of"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/oman.csv""}]"
http://www.hmrc.gov.uk/exrate/pakistan.htm,Foreign Exchange Rates: Pakistan,Historical exchange rates for Pakistan,"# Foreign Exchange Rates: Pakistan

## Unit of currency: Pakistani Rupee


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Pakistan"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/pakistan.csv""}]"
http://www.hmrc.gov.uk/exrate/paraguay.htm,Foreign Exchange Rates: Paraguay,Historical exchange rates for Paraguay,"# Foreign Exchange Rates: Paraguay

## Unit of currency: Guarani


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Paraguay"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/paraguay.csv""}]"
http://www.hmrc.gov.uk/exrate/papua-new-guinea.htm,Foreign Exchange Rates: Papua New Guinea,Historical exchange rates for Papua New Guinea,"# Foreign Exchange Rates: Papua New Guinea

## Unit of currency: Kina


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Papua New Guinea"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/papua-new-guinea.csv""}]"
http://www.hmrc.gov.uk/exrate/peru.htm,Foreign Exchange Rates: Peru,Historical exchange rates for Peru,"# Foreign Exchange Rates: Peru

## Unit of currency: Inti (New Sol As From 01.01.91)


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Peru"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/peru.csv""}]"
http://www.hmrc.gov.uk/exrate/poland.htm,Foreign Exchange Rates: Poland,Historical exchange rates for Poland,"# Foreign Exchange Rates: Poland

## Unit of currency: Zloty


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Poland"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/poland.csv""}]"
http://www.hmrc.gov.uk/exrate/philippines.htm,Foreign Exchange Rates: Philippines,Historical exchange rates for Philippines,"# Foreign Exchange Rates: Philippines

## Unit of currency: Philippine Peso


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Philippines"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/philippines.csv""}]"
http://www.hmrc.gov.uk/exrate/qatar.htm,Foreign Exchange Rates: Qatar,Historical exchange rates for Qatar,"# Foreign Exchange Rates: Qatar

## Unit of currency: Qatar Riyal


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Qatar"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/qatar.csv""}]"
http://www.hmrc.gov.uk/exrate/romania.htm,Foreign Exchange Rates: Romania,Historical exchange rates for Romania,"# Foreign Exchange Rates: Romania

## Unit of currency: Leu


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Romania"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/romania.csv""}]"
http://www.hmrc.gov.uk/exrate/rwanda.htm,Foreign Exchange Rates: Rwanda,Historical exchange rates for Rwanda,"# Foreign Exchange Rates: Rwanda

## Unit of currency: Rwanda Franc


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Rwanda"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/rwanda.csv""}]"
http://www.hmrc.gov.uk/exrate/portugal.htm,Foreign Exchange Rates: Portugal,Historical exchange rates for Portugal,"# Foreign Exchange Rates: Portugal

## Unit of currency: Portuguese Escudo

*  The currency was devalued during the following periods-
^

*  1\.1.93 to 30. 3.94
^

*  1\.1.93 to 30. 3.94
^

*  1\.4.94 to 31.3.95
^

*  1\.4.94 to 31.3.95


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Portugal"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/portugal.csv""}]"
http://www.hmrc.gov.uk/exrate/saudi-arabia.htm,Foreign Exchange Rates: Saudi Arabia,Historical exchange rates for Saudi Arabia,"# Foreign Exchange Rates: Saudi Arabia

## Unit of currency: Saudi Arabian Riyal


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Saudi Arabia"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/saudi-arabia.csv""}]"
http://www.hmrc.gov.uk/exrate/russia.htm,Foreign Exchange Rates: Russia,Historical exchange rates for Russia,"# Foreign Exchange Rates: Russia

## Unit of currency: Roulble (Market)


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Russia"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/russia.csv""}]"
http://www.hmrc.gov.uk/exrate/seychelles.htm,Foreign Exchange Rates: Seychelles,Historical exchange rates for Seychelles,"# Foreign Exchange Rates: Seychelles

## Unit of currency: Seychelles Rupee


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Seychelles"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/seychelles.csv""}]"
http://www.hmrc.gov.uk/exrate/singapore.htm,Foreign Exchange Rates: Singapore,Historical exchange rates for Singapore,"# Foreign Exchange Rates: Singapore

## Unit of currency: Singapore Dollar


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Singapore"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/singapore.csv""}]"
http://www.hmrc.gov.uk/exrate/slovakia.htm,Foreign Exchange Rates: Laos,Historical exchange rates for Laos,"# Foreign Exchange Rates: Laos

## Unit of currency: Koruna


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Laos"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/slovakia.csv""}]"
http://www.hmrc.gov.uk/exrate/somali-republic.htm,Foreign Exchange Rates: Somali Republic,Historical exchange rates for Somali Republic,"# Foreign Exchange Rates: Somali Republic

## Unit of currency: Somali Shilling


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,12-Apr-2011,notices,"[{""title"":""Foreign Exchange Rates: Somali Republic"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/somali-republic.csv""}]"
http://www.hmrc.gov.uk/exrate/solomon-islands.htm,Foreign Exchange Rates: Solomon Islands,Historical exchange rates for Solomon Islands,"# Foreign Exchange Rates: Solomon Islands

## Unit of currency: Solomon Islands Dollar


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Solomon Islands"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/solomon-islands.csv""}]"
http://www.hmrc.gov.uk/exrate/sierra-leone.htm,Foreign Exchange Rates: Sierra Leone,Historical exchange rates for Sierra Leone,"# Foreign Exchange Rates: Sierra Leone

## Unit of currency: Sierra Leone Leone


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Sierra Leone"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/sierra-leone.csv""}]"
http://www.hmrc.gov.uk/exrate/sri-lanka.htm,Foreign Exchange Rates: Sri Lanka,Historical exchange rates for Sri Lanka,"# Foreign Exchange Rates: Sri Lanka

## Unit of currency: Sri Lanka Rupee


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Sri Lanka"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/sri-lanka.csv""}]"
http://www.hmrc.gov.uk/exrate/spain.htm,Foreign Exchange Rates: Spain Balearic Isles,Historical exchange rates for Spain Balearic Isles,"# Foreign Exchange Rates: Spain Balearic Isles

## Unit of currency: Peseta

*  During the period 1.1.93 to 30. 3.94 the currency was devalued.


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Spain Balearic Isles"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/spain.csv""}]"
http://www.hmrc.gov.uk/exrate/south-africa.htm,Foreign Exchange Rates: South Africa,Historical exchange rates for South Africa,"# Foreign Exchange Rates: South Africa

## Unit of currency: South African Rand (Commercial Rate)
    South African Rand (Financial Rate)


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: South Africa"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/south-africa.csv""}]"
http://www.hmrc.gov.uk/exrate/sudan.htm,Foreign Exchange Rates: Sudan,Historical exchange rates for Sudan,"# Foreign Exchange Rates: Sudan

## Unit of currency: Sudanese Pound(From 01.07.07)/(Sudanese Dinar From 08.06.92 
    To 30.06.07)


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Sudan"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/sudan.csv""}]"
http://www.hmrc.gov.uk/exrate/surinam.htm,Foreign Exchange Rates: Surinam,Historical exchange rates for Surinam,"# Foreign Exchange Rates: Surinam

## Unit of currency: Surinam Guilder


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Surinam"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/surinam.csv""}]"
http://www.hmrc.gov.uk/exrate/swaziland.htm,Foreign Exchange Rates: Swaziland,Historical exchange rates for Swaziland,"# Foreign Exchange Rates: Swaziland

## Unit of currency: Lilangeli


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Swaziland"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/swaziland.csv""}]"
http://www.hmrc.gov.uk/exrate/syria.htm,Foreign Exchange Rates: Syria,Historical exchange rates for Syria,"# Foreign Exchange Rates: Syria

## Unit of currency: Syrian Pound


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Syria"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/syria.csv""}]"
http://www.hmrc.gov.uk/exrate/taiwan.htm,Foreign Exchange Rates: Taiwan,Historical exchange rates for Taiwan,"# Foreign Exchange Rates: Taiwan

## Unit of currency: New Taiwan Dollar


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Taiwan"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/taiwan.csv""}]"
http://www.hmrc.gov.uk/exrate/switzerland.htm,Foreign Exchange Rates: Switzerland,Historical exchange rates for Switzerland,"# Foreign Exchange Rates: Switzerland

## Unit of currency: Swiss Franc


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Switzerland"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/switzerland.csv""}]"
http://www.hmrc.gov.uk/exrate/sweden.htm,Foreign Exchange Rates: Sweden,Historical exchange rates for Sweden,"# Foreign Exchange Rates: Sweden

## Unit of currency: Swedish Krona


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Sweden"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/sweden.csv""}]"
http://www.hmrc.gov.uk/exrate/tonga-islands.htm,Foreign Exchange Rates: Tonga Islands,Historical exchange rates for Tonga Islands,"# Foreign Exchange Rates: Tonga Islands

## Unit of currency: Pa Anga


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Tonga Islands"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/tonga-islands.csv""}]"
http://www.hmrc.gov.uk/exrate/tanzania.htm,Foreign Exchange Rates: Tanzania,Historical exchange rates for Tanzania,"# Foreign Exchange Rates: Tanzania

## Unit of currency: Tanzanian Shilling


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Tanzania"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/tanzania.csv""}]"
http://www.hmrc.gov.uk/exrate/tunisia.htm,Foreign Exchange Rates: Tunisia,Historical exchange rates for Tunisia,"# Foreign Exchange Rates: Tunisia

## Unit of currency: Tunisian Dinar


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Tunisia"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/tunisia.csv""}]"
http://www.hmrc.gov.uk/exrate/trinidad-tobago.htm,Foreign Exchange Rates: Trinidad & Tobago,Historical exchange rates for Trinidad & Tobago,"# Foreign Exchange Rates: Trinidad & Tobago

## Unit of currency: Trinidad & Tobago Dollar


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Trinidad & Tobago"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/trinidad-tobago.csv""}]"
http://www.hmrc.gov.uk/exrate/turkey.htm,Foreign Exchange Rates: Turkey,Historical exchange rates for Turkey,"# Foreign Exchange Rates: Turkey

## Unit of currency: Turkish Lira


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Turkey"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/turkey.csv""}]"
http://www.hmrc.gov.uk/exrate/thailand.htm,Foreign Exchange Rates: Thailand,Historical exchange rates for Thailand,"# Foreign Exchange Rates: Thailand

## Unit of currency: Thai Baht


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Thailand"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/thailand.csv""}]"
http://www.hmrc.gov.uk/exrate/uganda.htm,Foreign Exchange Rates: Uganda,Historical exchange rates for Uganda,"# Foreign Exchange Rates: Uganda

## Unit of currency: Ugandan New Shilling


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Uganda"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/uganda.csv""}]"
http://www.hmrc.gov.uk/exrate/uruguay.htm,Foreign Exchange Rates: Uruguay,Historical exchange rates for Uruguay,"# Foreign Exchange Rates: Uruguay

## Unit of currency: Uruguayan New Peso/Peso Uruguayo (From 1.3.93)


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: Uruguay"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/uruguay.csv""}]"
http://www.hmrc.gov.uk/exrate/uae.htm,Foreign Exchange Rates: United Arab Emirates,Historical exchange rates for United Arab Emirates,"# Foreign Exchange Rates: United Arab Emirates

## Unit of currency: U.A.E. Dirham


",hm-revenue-customs,certified-currency-exchange-rates-for-tax-calculation-and-filing,tax-and-revenue,08-Apr-2014,notices,"[{""title"":""Foreign Exchange Rates: United Arab Emirates"",""link"":""https://raw.githubusercontent.com/rgarner/hmrc-crawlers/master/results/uae.csv""}]"
